context,label_score,label
"Many researchers [47], [48], [49], [50], [51] have endeavored to comprehend and elucidate its characteristics, along with its impacts on downstream tasks.",0.0,Neutral
"We note some dimensional collapse is still observed for Barlow Twins projectors, as found for BYOL (Grill et al., 2020; Tian et al., 2021) & SimCLR (Chen et al.",0.0,Neutral
"The proof of Proposition 3.3 can be found in Appendix A, & is largely inspired from previous work (Saxe et al., 2013; Ji & Telgarsky, 2018; Tian et al., 2021; Jing et al., 2021).",0.5,Weak
"We note some dimensional collapse is still observed for Barlow Twins projectors, as found for BYOL (Grill et al., 2020; Tian et al., 2021) & SimCLR (Chen et al., 2020a; Jing et al., 2021), as the encoder dimension is 512 with projector width of 1024.",0.0,Neutral
"We point out that although we provide empirical evidence from practical settings to corroborate our theoretical results, our theory has some non-standard assumptions to ease analytical exposition, such as linear projector MLPs, much like related theoretical work in SSL (Tian et al., 2021; Wang et al., 2021; Jing et al., 2021).",0.5,Weak
"Existing theoretical analyses into feature collapse & its mechanisms in SSL have focused on explaining why it does not occur in non-contrastive SSL (Tian et al., 2021; Zhang et al., 2022) or how a related notion of dimensional collapse (Hua et al., 2021), where features span a low-dimension…",0.0,Neutral
"Existing theoretical analyses into feature collapse & its mechanisms in SSL have focused on explaining why it does not occur in non-contrastive SSL (Tian et al., 2021; Zhang et al., 2022) or how a related notion of dimensional collapse (Hua et al.",0.0,Neutral
"3 can be found in Appendix A, & is largely inspired from previous work (Saxe et al., 2013; Ji & Telgarsky, 2018; Tian et al., 2021; Jing et al., 2021).",0.5,Weak
"…provide empirical evidence from practical settings to corroborate our theoretical results, our theory has some non-standard assumptions to ease analytical exposition, such as linear projector MLPs, much like related theoretical work in SSL (Tian et al., 2021; Wang et al., 2021; Jing et al., 2021).",0.5,Weak
"Moreover, Wei et al. (2020) and Tian et al. (2021) studied the theoretical properties of self-training and the contrastive learning without the negative pairs respectively.",0.0,Neutral
[41] conducted a theoretical analysis on why the non-contrastive methods work well.,0.0,Neutral
"We further note that the InfoMax interpretation of these objectives may not be consistent with its behavior in practice [45] and many recent studies provide theoretical understanding behind their success [46, 47].",0.0,Neutral
"Several different perspectives have recently been used to successfully analyze SSL’s behavior, including learning theory [15, 14, 34], causality [18, 17], information theory [27], and dynamical systems [35].",0.0,Neutral
"[35] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
"Several different perspectives have recently been used to successfully analyze SSL’s behavior, including learning theory [14, 15, 35], causality [17, 18], information theory [27], and dynamical systems [36].",0.0,Neutral
[254] studied the nonlinear learning dynamics of uncollated SSL in a simple linear network where SSL with only positive pairs avoids expression decay.,0.0,Neutral
"Following [44], we assume that ∂qMi ∂z is positive definite.",0.5,Weak
"In practice, however, SSL training often experiences the failure mode of dimensional collapse (Jing et al., 2021; Tian et al., 2021; Pokle et al., 2022), where the learned representation spans a low dimensional subspace of the overall available space.",0.0,Neutral
"In contrast, we interpret the information loss in the context of identifiability for CL [22], learning dynamics [1, 17, 11, 18], and the content-style partitioning of latent factors [19].",0.0,Neutral
"1, 2 [18] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
"Currently, most works focus on linear variants of deep models [19; 2; 22; 21; 32; 33].",0.0,Neutral
"[32] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
The terms in Equation 1 can be decomposed using a variance-covariance perspective [23].,0.0,Neutral
"Note that optimizingLview(Θ) alone without stopping gradient results in a degenerated solution (Chen & He, 2021; Tian et al., 2021).",0.0,Neutral
", commission fee [105], surge pricing rate [106], incentive threshold [107], working speed [108]) and run the allocation engine to simulate What If the parameters were different (5a), or request recommendations of fairer settings (5b).",0.0,Neutral
"In the context of mobility on demand, [6] proposes a deep-learning approach to operate a system that considers its equity impacts, while [7] points to similar profit for every driver and also similar rejection rates at every zone (as we do), but using a method that deals only with hundreds of users and tens of zones.",0.0,Neutral
[51]’s approaches to eliminate inequity while increasing utility might help ridehailing providers design a more equitable price discrimination algorithm.,0.0,Neutral
[51] studied the impact of rider-driver matching policy and redistributing income to reduce forms of inequality,0.0,Neutral
"We examine two different categories of related work in the space of algorithmic bias: research examining bias specifically in ridehailing and taxi service pickup rates [12, 31, 32], and research detailing how to ensure the fairness of supervised learning models [24, 28, 29, 51, 69].",0.5,Weak
"ur work does not rely on a user study, and unlike both Ge et al. [32] and Brown [12], our work is the first to provide an analysis on ridehailing trip fare pricing rather than frequency. Raman et al. [51] studied the impact of rider-driver matching policy and redistributing income to reduce forms of inequality in ridehailing. The analysis revealed that policies minimizing the variance of income also m",0.0,Neutral
"ace of algorithmic bias: research examining bias specifically in ridehailing and taxi service pickup rates [12, 31, 32], and research detailing how to ensure the fairness of supervised learning models[24,28,29,51,69].WealsoexaminetwopapersontheuseofACS demographic data rather than individual demographic attributes to make inferences about an individual [33, 55]. Dillahunt et al. [27] recruited 13 low-income indiv",0.0,Neutral
"ocation on supply, transit geography, and economic geography of the cities in which they operate when designing fare pricing algorithms. Moreover, measuring bias, simulating fairness, or Raman et al. [51]’s approaches to eliminate inequity while increasing utility might help ridehailing providers design a more equitable price discrimination algorithm. To extend this analysis, obtaining the supply allo",0.0,Neutral
This leads directly to the next thrust of research: Is there a way to select actions that improve long-term fairness? Existing work [6] tries to add variance as a cost to the optimization objective in the ridesharing context.,0.0,Neutral
"systems, formulating the TNDP as a Deep Reinforcement Learning (Deep RL) problem can inspire new solutions that enable nonmyopic long-term decisions, as noted in recent work [5, 17].",0.0,Neutral
"[19], which looks at disparate treatment of passengers and income disparity amongst drivers.",0.0,Neutral
"[19] as a baseline for fairness, using their passenger-side fairness implementation, which we call FairNN.",0.5,Weak
Recent work [19] aims to maximize the minimum service rate by including variance in service rates across different zones in the,0.0,Neutral
"Similarly, the SOS bias scores measured using the NCSP metric in the inspected static word embeddings, are limited to the used word lists, and even if I use two different swear word lists and identity terms that are coherent according to (Antoniak and Mimno, 2021), using other word lists may give different results.",0.0,Neutral
"This lack of positive correlation could be due to limitations in the used metrics to measure social bias in static word embeddings (Antoniak and Mimno, 2021).",0.0,Neutral
"of target sets and attribute words are modified (Du et al., 2021; Antoniak and Mimno, 2021).",0.0,Neutral
"Additionally, it has been shown that distance-based metrics can change considerably with different initialization (Antoniak and Mimno, 2021).",0.0,Neutral
